qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
5528,883,823,207,21,21,01:36.3,,
5529,883,820,206,23,22,01:36.5,,
5530,884,3,131,9,1,01:21.9,01:21.8,01:20.7
5531,884,1,131,10,2,01:21.7,01:21.0,01:21.0
5532,884,20,9,1,3,01:22.2,01:21.6,01:21.1
5533,884,8,208,7,4,01:22.2,01:21.7,01:21.2
5534,884,4,6,3,5,01:22.3,01:21.6,01:21.2
5535,884,13,6,4,6,01:22.5,01:22.0,01:21.2
5536,884,154,208,8,7,01:22.6,01:22.0,01:21.3
5537,884,17,9,2,8,01:22.3,01:21.7,01:21.6
5538,884,815,1,6,9,01:23.1,01:21.8,01:22.1
5539,884,814,10,14,10,01:22.7,01:22.0,01:22.2
5540,884,817,5,19,11,01:22.9,01:22.1,
5541,884,818,5,18,12,01:22.8,01:22.2,
5542,884,16,10,15,13,01:23.0,01:22.3,
5543,884,18,1,5,14,01:23.2,01:22.4,
5544,884,807,15,11,15,01:23.1,01:22.4,
5545,884,821,15,12,16,01:23.2,01:22.8,
5546,884,822,3,17,17,01:23.3,,
5547,884,813,3,16,18,01:23.3,,
5548,884,823,207,21,19,01:24.7,,
5549,884,824,206,22,20,01:24.7,,
5550,884,820,206,23,21,01:25.0,,
5551,884,819,207,20,22,01:25.1,,
5552,885,3,131,9,1,01:24.6,01:16.1,01:13.9
5553,885,1,131,10,2,01:23.8,01:16.3,01:14.0
5554,885,20,9,1,3,01:24.2,01:16.0,01:14.0
5555,885,17,9,2,4,01:25.4,01:17.3,01:14.2
5556,885,8,208,7,5,01:25.8,01:16.0,01:14.8
5557,885,4,6,3,6,01:23.7,01:16.5,01:14.8
5558,885,815,1,6,7,01:24.7,01:17.7,01:15.1
5559,885,16,10,15,8,01:25.1,01:17.3,01:15.4
5560,885,18,1,5,9,01:23.7,01:17.4,01:15.6
5561,885,818,5,18,10,01:23.7,01:17.6,01:15.7
5562,885,807,15,11,11,01:25.5,01:18.3,
5563,885,817,5,19,12,01:24.9,01:18.3,
5564,885,154,208,8,13,01:23.7,01:18.6,
5565,885,822,3,17,14,01:24.7,01:19.1,
5566,885,823,207,21,15,01:26.1,01:19.4,
5567,885,813,3,16,16,01:23.5,01:21.7,
5568,885,814,10,14,17,01:26.3,,
5569,885,819,207,20,18,01:26.6,,
5570,885,821,15,12,19,01:26.9,,
5571,885,820,206,23,20,01:27.3,,
5572,885,824,206,22,21,,,
5573,885,13,6,4,22,,,
5574,886,20,9,1,1,01:22.3,01:28.2,01:25.4
5575,886,1,131,10,2,01:23.8,01:27.6,01:25.5
5576,886,822,3,17,3,01:23.4,01:28.4,01:25.9
5577,886,3,131,9,4,01:23.8,01:28.4,01:26.0
5578,886,17,9,2,5,01:23.2,01:28.1,01:26.2
5579,886,4,6,3,6,01:23.2,01:28.8,01:26.5
5580,886,818,5,18,7,01:24.2,01:28.5,01:26.5
5581,886,16,10,15,8,01:24.6,01:28.8,01:27.3
5582,886,8,208,7,9,01:24.5,01:28.7,01:27.4
5583,886,817,5,19,10,01:24.8,01:29.4,01:27.9
5584,886,807,15,11,11,01:23.9,01:29.4,
5585,886,815,1,6,12,01:24.2,01:29.8,
5586,886,813,3,16,13,01:24.8,01:29.9,
5587,886,18,1,5,14,01:24.0,01:30.1,
5588,886,821,15,12,15,01:24.4,01:30.3,
5589,886,13,6,4,16,01:23.7,01:30.4,
5590,886,814,10,14,17,01:24.9,,
5591,886,819,207,20,18,01:25.6,,
5592,886,154,208,8,19,01:25.7,,
5593,886,824,206,22,20,01:26.5,,
5594,886,820,206,23,21,01:27.1,,
5595,886,823,207,21,22,01:27.1,,
5596,887,1,131,10,1,01:31.0,01:31.2,01:29.6
5597,887,3,131,9,2,01:31.4,01:31.0,01:30.1
5598,887,20,9,1,3,01:31.6,01:31.0,01:30.2
5599,887,17,9,2,4,01:31.6,01:31.0,01:30.2
5600,887,814,10,14,5,01:32.1,01:31.3,01:30.7
5601,887,817,5,19,6,01:32.1,01:31.2,01:30.8
5602,887,16,10,15,7,01:32.0,01:31.1,01:30.9
5603,887,154,208,8,8,01:31.5,01:31.5,01:31.0
5604,887,8,208,7,9,01:31.4,01:31.6,01:31.0
5605,887,4,6,3,10,01:32.3,01:31.4,01:31.0
5606,887,18,1,5,11,01:32.0,01:31.6,
5607,887,13,6,4,12,01:32.2,01:31.8,
5608,887,818,5,18,13,01:32.1,01:31.8,
5609,887,815,1,6,14,01:32.0,01:32.1,
5610,887,807,15,11,15,01:32.2,01:32.2,
5611,887,813,3,16,16,01:32.5,01:32.4,
5612,887,822,3,17,17,01:32.7,,
5613,887,821,15,12,18,01:32.7,,
5614,887,819,207,20,19,01:33.9,,
5615,887,824,206,22,20,01:34.1,,
5616,887,823,207,21,21,01:35.5,,
5617,887,820,206,23,22,01:35.9,,
5618,888,1,131,10,1,01:31.1,01:30.2,01:29.4
5619,888,20,9,1,2,01:31.3,01:30.0,01:29.5
5620,888,17,9,2,3,01:31.4,01:30.2,01:29.6
5621,888,8,208,7,4,01:30.7,01:29.9,01:29.9
5622,888,154,208,8,5,01:31.2,01:30.0,01:30.0
5623,888,817,5,19,6,01:31.1,01:30.2,01:30.5
5624,888,13,6,4,7,01:30.5,01:29.8,01:31.1
5625,888,4,6,3,8,01:30.7,01:30.0,01:31.2
5626,888,18,1,5,9,01:31.2,01:30.3,
5627,888,807,15,11,10,01:31.1,01:30.2,
5628,888,3,131,9,11,01:31.3,01:30.3,
5629,888,814,10,14,12,01:31.3,01:30.7,
5630,888,815,1,6,13,01:31.5,01:30.9,
5631,888,821,15,12,14,01:31.7,01:31.0,
5632,888,16,10,15,15,01:31.3,01:31.0,
5633,888,818,5,18,16,01:31.6,01:31.1,
5634,888,822,3,17,17,01:31.7,,
5635,888,813,3,16,18,01:31.7,,
5636,888,819,207,20,19,01:32.9,,
5637,888,824,206,22,20,01:33.1,,
5638,888,823,207,21,21,01:33.7,,
5639,888,820,206,23,22,01:34.1,,
5640,890,1,131,10,1,01:20.4,01:19.9,01:19.4
5641,890,20,9,1,2,01:20.6,01:20.0,01:19.4
5642,890,154,208,8,3,01:20.4,01:20.1,01:19.6
5643,890,3,131,9,4,01:20.4,01:19.8,01:19.7
5644,890,4,6,3,5,01:20.7,01:20.2,01:19.8
5645,890,8,208,7,6,01:20.9,01:20.2,01:19.9
5646,890,13,6,4,7,01:21.0,01:20.5,01:19.9
5647,890,817,5,19,8,01:21.2,01:20.5,01:20.6
5648,890,815,1,6,9,01:21.6,01:20.5,01:22.4
5649,890,17,9,2,10,01:21.3,01:20.5,
5650,890,16,10,15,11,01:21.5,01:20.6,
5651,890,807,15,11,12,01:21.0,01:20.6,
5652,890,18,1,5,13,01:21.1,01:20.8,
5653,890,818,5,18,14,01:21.3,01:21.0,
5654,890,813,3,16,15,01:20.8,01:21.1,
5655,890,822,3,17,16,01:21.1,01:21.2,
5656,890,821,15,12,17,01:21.7,,
5657,890,814,10,14,18,01:22.0,,
5658,890,819,207,20,19,01:23.0,,
5659,890,823,207,21,20,01:23.3,,
5660,890,824,206,22,21,01:23.8,,
5661,890,820,206,23,22,01:24.0,,
5662,891,1,131,10,1,02:00.4,01:49.1,02:01.0
5663,891,20,9,1,2,02:01.9,01:48.6,02:01.2
5664,891,17,9,2,3,02:01.6,01:48.6,02:01.3
5665,891,3,131,9,4,02:01.1,01:48.6,02:02.3
5666,891,814,10,14,5,02:02.3,01:48.9,02:02.3
5667,891,18,1,5,6,02:01.3,01:48.6,02:03.1
5668,891,154,208,8,7,02:02.5,01:48.6,02:03.1
5669,891,8,208,7,8,02:01.2,01:48.3,02:03.4
5670,891,4,6,3,9,02:00.2,01:48.3,02:03.5
5671,891,13,6,4,10,02:01.5,01:49.0,02:04.1
5672,891,807,15,11,11,02:01.7,01:49.1,
5673,891,16,10,15,12,02:02.7,01:49.1,
5674,891,815,1,6,13,02:02.4,01:49.3,
5675,891,823,207,21,14,02:00.6,01:52.0,
5676,891,824,206,22,15,02:02.1,01:52.6,
5677,891,820,206,23,16,02:02.9,01:52.8,
5678,891,813,3,16,17,02:03.1,,
5679,891,818,5,18,18,02:03.3,,
5680,891,817,5,19,19,02:03.3,,
5681,891,822,3,17,20,02:03.4,,
5682,891,821,15,12,21,02:04.3,,
5683,891,819,207,20,22,02:07.4,,
5684,892,20,9,1,1,01:24.3,01:24.0,01:23.8
5685,892,17,9,2,2,01:24.9,01:24.3,01:24.0
5686,892,807,15,11,3,01:24.8,01:24.3,01:24.1
5687,892,13,6,4,4,01:25.0,01:24.5,01:24.1
5688,892,4,6,3,5,01:24.7,01:24.2,01:24.1
5689,892,3,131,9,6,01:24.5,01:24.4,01:24.2
5690,892,817,5,19,7,01:24.7,01:24.3,01:24.2
5691,892,815,1,6,8,01:24.6,01:24.6,01:24.5
5692,892,18,1,5,9,01:24.7,01:24.6,01:24.5
5693,892,818,5,18,10,01:24.6,01:24.6,01:28.1
5694,892,8,208,7,11,01:24.8,01:24.6,
5695,892,1,131,10,12,01:24.6,01:24.8,
5696,892,154,208,8,13,01:24.7,01:24.8,
5697,892,16,10,15,14,01:25.0,01:24.9,
5698,892,813,3,16,15,01:24.9,01:25.0,
5699,892,814,10,14,16,01:25.0,01:25.1,
5700,892,821,15,12,17,01:25.2,,
5701,892,822,3,17,18,01:25.3,,
5702,892,823,207,21,19,01:26.4,,
5703,892,819,207,20,20,01:26.6,,
5704,892,824,206,22,21,01:27.1,,
5705,892,820,206,23,22,01:27.5,,
5706,893,20,9,1,1,01:45.4,01:42.9,01:42.8
5707,893,3,131,9,2,01:45.2,01:43.9,01:42.9
5708,893,154,208,8,3,01:45.9,01:44.0,01:43.1
5709,893,17,9,2,4,01:45.3,01:43.3,01:43.2
5710,893,1,131,10,5,01:44.2,01:43.9,01:43.3
5711,893,13,6,4,6,01:45.7,01:44.4,01:43.9
5712,893,4,6,3,7,01:45.1,01:44.2,01:43.9
5713,893,18,1,5,8,01:45.0,01:44.5,01:44.3
5714,893,817,5,19,9,01:45.4,01:44.4,01:44.4
5715,893,821,15,12,10,01:45.5,01:44.2,
5716,893,807,15,11,11,01:45.4,01:44.6,
5717,893,818,5,18,12,01:45.7,01:44.6,
5718,893,8,208,7,13,01:45.5,01:44.7,
5719,893,815,1,6,14,01:45.2,01:44.8,
5720,893,16,10,15,15,01:46.0,01:45.2,
5721,893,822,3,17,16,01:46.0,01:45.4,
5722,893,814,10,14,17,01:46.1,,
5723,893,813,3,16,18,01:46.6,,
5724,893,819,207,20,19,01:48.1,,
5725,893,823,207,21,20,01:48.3,,
5726,893,824,206,22,21,01:48.8,,
5727,893,820,206,23,22,01:48.9,,
5728,894,20,9,1,1,01:38.7,01:37.6,01:37.2
5729,894,1,131,10,2,01:38.6,01:37.8,01:37.4
5730,894,17,9,2,3,01:39.1,01:37.8,01:37.5
5731,894,154,208,8,4,01:39.1,01:38.1,01:37.5
5732,894,3,131,9,5,01:38.4,01:38.0,01:37.7
5733,894,4,6,3,6,01:38.5,01:38.0,01:38.0
5734,894,13,6,4,7,01:38.9,01:38.3,01:38.2
5735,894,807,15,11,8,01:38.4,01:37.9,01:38.2
5736,894,821,15,12,9,01:38.7,01:38.3,01:38.4
5737,894,8,208,7,10,01:38.3,01:38.2,01:38.8
5738,894,815,1,6,11,01:39.0,01:38.4,
5739,894,18,1,5,12,01:38.9,01:38.4,
5740,894,817,5,19,13,01:38.5,01:38.4,
5741,894,16,10,15,14,01:39.0,01:38.4,
5742,894,814,10,14,15,01:39.2,01:38.7,
5743,894,818,5,18,16,01:39.1,01:38.8,
5744,894,822,3,17,17,01:39.5,,
5745,894,813,3,16,18,01:40.0,,
5746,894,819,207,20,19,01:40.9,,
5747,894,823,207,21,20,01:40.9,,
5748,894,824,206,22,21,01:41.2,,
5749,894,820,206,23,22,01:41.3,,
5750,895,17,9,2,1,01:32.3,01:31.5,01:30.9
5751,895,20,9,1,2,01:32.4,01:31.3,01:31.1
5752,895,1,131,10,3,01:32.3,01:31.6,01:31.3
5753,895,154,208,8,4,01:31.8,01:31.6,01:31.4
5754,895,13,6,4,5,01:32.0,01:31.7,01:31.4
5755,895,3,131,9,6,01:32.2,01:31.8,01:31.4
5756,895,807,15,11,7,01:32.5,01:31.8,01:31.6
5757,895,4,6,3,8,01:32.4,01:31.8,01:31.7
5758,895,8,208,7,9,01:32.4,01:31.7,01:31.7
5759,895,18,1,5,10,01:32.6,01:31.8,01:31.8
5760,895,815,1,6,11,01:32.7,01:32.0,
5761,895,814,10,14,12,01:32.3,01:32.0,
5762,895,822,3,17,13,01:32.6,01:32.0,
5763,895,821,15,12,14,01:32.7,01:32.1,
5764,895,813,3,16,15,01:32.9,01:32.1,
5765,895,817,5,19,16,01:32.8,01:32.5,
5766,895,16,10,15,17,01:32.9,,
5767,895,818,5,18,18,01:33.4,,
5768,895,820,206,23,19,01:34.3,,
5769,895,819,207,20,20,01:34.6,,
5770,895,823,207,21,21,01:34.9,,
5771,895,824,206,22,22,01:35.0,,
5772,896,20,9,1,1,01:25.9,01:24.6,01:24.1
5773,896,3,131,9,2,01:25.8,01:25.3,01:24.9
5774,896,1,131,10,3,01:25.8,01:25.3,01:24.9
5775,896,17,9,2,4,01:25.7,01:25.1,01:25.0
5776,896,13,6,4,5,01:25.8,01:25.4,01:25.2
5777,896,8,208,7,6,01:25.8,01:25.2,01:25.2
5778,896,807,15,11,7,01:25.9,01:25.3,01:25.3
5779,896,4,6,3,8,01:25.9,01:24.9,01:25.8
5780,896,815,1,6,9,01:26.1,01:25.4,01:26.2
5781,896,18,1,5,10,01:25.6,01:25.5,01:26.5
5782,896,817,5,19,11,01:25.7,01:25.5,
5783,896,814,10,14,12,01:25.9,01:25.7,
5784,896,16,10,15,13,01:26.2,01:25.7,
5785,896,818,5,18,14,01:26.2,01:25.8,
5786,896,822,3,17,15,01:26.2,01:26.1,
5787,896,821,15,12,16,01:26.1,01:26.4,
5788,896,154,208,8,17,01:26.6,,
5789,896,813,3,16,18,01:26.8,,
5790,896,824,206,22,19,01:27.0,,
5791,896,823,207,21,20,01:27.1,,
5792,896,819,207,20,21,01:27.5,,
5793,896,820,206,23,22,01:28.1,,
5794,897,17,9,2,1,01:41.6,01:40.6,01:40.0
5795,897,20,9,1,2,01:41.7,01:40.8,01:40.1
5796,897,3,131,9,3,01:41.4,01:40.5,01:40.4
5797,897,1,131,10,4,01:40.7,01:40.5,01:40.5
5798,897,8,208,7,5,01:41.3,01:41.0,01:40.5
5799,897,807,15,11,6,01:41.6,01:40.9,01:40.6
5800,897,154,208,8,7,01:41.4,01:40.9,01:41.0
5801,897,13,6,4,8,01:41.3,01:41.0,01:41.0
5802,897,815,1,6,9,01:41.7,01:40.8,01:41.1
5803,897,817,5,19,10,01:41.9,01:40.9,01:41.1
5804,897,4,6,3,11,01:41.4,01:41.1,
5805,897,814,10,14,12,01:41.7,01:41.1,
5806,897,18,1,5,13,01:41.8,01:41.2,
5807,897,818,5,18,14,01:41.7,01:41.3,
5808,897,813,3,16,15,01:41.4,01:41.4,
5809,897,822,3,17,16,01:41.9,01:41.4,
5810,897,821,15,12,17,01:42.0,,
5811,897,16,10,15,18,01:42.1,,
5812,897,823,207,21,19,01:43.3,,
5813,897,824,206,22,20,01:43.4,,
5814,897,819,207,20,21,01:43.5,,
5815,897,820,206,23,22,01:44.2,,
5816,898,20,9,1,1,01:38.5,01:37.1,01:36.3
5817,898,17,9,2,2,01:38.2,01:37.3,01:36.4
5818,898,154,208,8,3,01:38.7,01:37.5,01:37.2
5819,898,807,15,11,4,01:38.3,01:37.8,01:37.3
5820,898,1,131,10,5,01:38.0,01:37.9,01:37.3
5821,898,4,6,3,6,01:38.9,01:37.4,01:37.4
5822,898,815,1,6,7,01:38.4,01:38.0,01:37.5
5823,898,5,208,7,8,01:38.4,01:38.1,01:37.7
5824,898,822,3,17,9,01:37.8,01:37.4,01:37.8
5825,898,821,15,12,10,01:38.1,01:38.0,01:38.0
5826,898,817,5,19,11,01:38.9,01:38.1,
5827,898,814,10,14,12,01:38.9,01:38.1,
5828,898,18,1,5,13,01:38.6,01:38.2,
5829,898,3,131,9,14,01:38.7,01:38.4,
5830,898,13,6,4,15,01:39.1,01:38.6,
5831,898,818,5,18,16,01:38.9,01:38.7,
5832,898,16,10,15,17,01:39.3,,
5833,898,813,3,16,18,01:39.4,,
5834,898,823,207,21,19,01:40.5,,
5835,898,824,206,22,20,01:40.5,,
5836,898,819,207,20,21,01:40.6,,
5837,898,820,206,23,22,01:41.4,,
5838,899,20,9,1,1,01:25.4,01:26.4,01:26.5
5839,899,3,131,9,2,01:25.6,01:26.6,01:27.1
5840,899,4,6,3,3,01:26.7,01:26.6,01:27.5
5841,899,17,9,2,4,01:26.7,01:27.0,01:27.6
5842,899,1,131,10,5,01:25.3,01:26.7,01:27.7
5843,899,154,208,8,6,01:26.5,01:26.2,01:27.7
5844,899,817,5,19,7,01:27.2,01:27.1,01:28.1
5845,899,818,5,18,8,01:27.1,01:27.4,01:28.1
5846,899,13,6,4,9,01:26.8,01:27.0,01:28.1
5847,899,807,15,11,10,01:26.1,01:27.4,01:29.6
5848,899,5,208,7,11,01:26.3,01:27.5,
5849,899,814,10,14,12,01:26.3,01:27.8,
5850,899,822,3,17,13,01:26.8,01:28.0,
5851,899,815,1,6,14,01:26.7,01:28.3,
5852,899,18,1,5,15,01:26.4,01:28.3,
5853,899,16,10,15,16,01:26.9,01:28.6,
5854,899,813,3,16,17,01:27.4,,
5855,899,821,15,12,18,01:27.5,,
5856,899,819,207,20,19,01:27.8,,
5857,899,823,207,21,20,01:28.3,,
5858,899,824,206,22,21,01:28.4,,
5859,899,820,206,23,22,01:29.0,,
5860,900,1,131,44,1,01:31.7,01:42.9,01:44.2
5861,900,817,9,3,2,01:30.8,01:42.3,01:44.5
5862,900,3,131,6,3,01:32.6,01:42.3,01:44.6
5863,900,825,1,20,4,01:30.9,01:43.2,01:45.7
5864,900,4,6,14,5,01:31.4,01:42.8,01:45.8
5865,900,818,5,25,6,01:33.5,01:43.8,01:45.9
5866,900,807,10,27,7,01:33.9,01:43.7,01:46.0
5867,900,826,5,26,8,01:33.8,01:44.3,01:47.4
5868,900,13,3,19,9,01:31.2,01:44.2,01:48.1
5869,900,822,3,77,10,01:31.6,01:43.9,01:48.1
5870,900,18,1,22,11,01:31.4,01:44.4,
5871,900,8,6,7,12,01:32.4,01:44.5,
5872,900,20,9,1,13,01:31.9,01:44.7,
5873,900,16,15,99,14,01:33.7,01:45.7,
5874,900,155,207,10,15,01:34.3,01:45.9,
5875,900,815,10,11,16,01:34.1,01:47.3,
5876,900,820,206,4,17,01:34.3,,
5877,900,824,206,17,18,01:34.8,,
5878,900,821,15,21,19,01:35.1,,
5879,900,828,207,9,20,01:35.2,,
5880,900,154,208,8,21,01:37.0,,
5881,900,813,208,13,22,,,
5882,901,1,131,44,1,01:57.2,01:59.0,01:59.4
5883,901,20,9,1,2,01:57.7,01:59.4,01:59.5
5884,901,3,131,6,3,01:57.2,01:59.4,02:00.1
5885,901,4,6,14,4,01:58.9,02:01.4,02:00.2
5886,901,817,9,3,5,01:58.9,02:00.1,02:00.5
5887,901,8,6,7,6,01:59.3,02:01.5,02:01.2
5888,901,807,10,27,7,01:58.9,02:00.8,02:01.7
5889,901,825,1,20,8,02:00.4,02:02.1,02:02.2
5890,901,818,5,25,9,02:01.7,02:02.1,02:03.1
5891,901,18,1,22,10,02:00.9,02:01.8,02:04.1
5892,901,826,5,26,11,02:01.2,02:02.4,
5893,901,821,15,21,12,02:01.1,02:02.4,
5894,901,13,3,19,13,02:00.0,02:02.5,
5895,901,815,10,11,14,02:00.1,02:02.5,
5896,901,822,3,77,15,01:59.7,02:02.8,
5897,901,154,208,8,16,02:00.2,02:02.9,
5898,901,813,208,13,17,02:02.1,,
5899,901,16,15,99,18,02:02.1,,
5900,901,824,206,17,19,02:02.7,,
5901,901,155,207,10,20,02:03.6,,
5902,901,820,206,4,21,02:04.4,,
5903,901,828,207,9,22,02:04.4,,
5904,902,3,131,6,1,01:35.4,01:33.7,01:33.2
5905,902,1,131,44,2,01:35.3,01:33.9,01:33.5
5906,902,817,9,3,3,01:36.2,01:34.6,01:34.1
5907,902,822,3,77,4,01:34.9,01:34.8,01:34.2
5908,902,815,10,11,5,01:35.0,01:34.7,01:34.3
5909,902,8,6,7,6,01:35.2,01:34.9,01:34.4
5910,902,18,1,22,7,01:35.7,01:34.7,01:34.4
5911,902,13,3,19,8,01:35.1,01:34.8,01:34.5
5912,902,825,1,20,9,01:35.3,01:34.9,01:34.7
5913,902,4,6,14,10,01:35.3,01:34.7,01:35.0
5914,902,20,9,1,11,01:35.5,01:35.0,
5915,902,807,10,27,12,01:34.9,01:35.1,
5916,902,826,5,26,13,01:35.4,01:35.1,
5917,902,818,5,25,14,01:35.8,01:35.3,
5918,902,821,15,21,15,01:36.6,01:35.9,
5919,902,154,208,8,16,01:36.7,01:35.9,
5920,902,813,208,13,17,01:36.7,,
5921,902,16,15,99,18,01:36.8,,
5922,902,155,207,10,19,01:37.1,,
5923,902,824,206,17,20,01:37.3,,
5924,902,828,207,9,21,01:37.9,,
5925,902,820,206,4,22,01:37.9,,
5926,853,20,9,1,1,01:24.0,01:22.9,01:22.3
5927,853,1,1,3,2,01:24.0,01:23.2,01:22.7
5928,853,18,1,4,3,01:24.0,01:23.0,01:22.8
5929,853,4,6,5,4,01:24.1,01:23.3,01:22.8
5930,853,17,9,2,5,01:24.1,01:23.4,01:23.0
5931,853,13,6,6,6,01:24.5,01:23.7,01:23.2
5932,853,808,4,10,7,01:24.5,01:23.7,01:23.5
5933,853,30,131,7,8,01:25.1,01:23.7,01:23.8
5934,853,3,131,8,9,01:24.6,01:23.3,01:24.5
5935,853,811,4,9,10,01:24.9,01:24.2,
5936,853,814,10,15,11,01:24.6,01:24.2,
5937,853,16,10,14,12,01:24.6,01:24.2,
5938,853,22,3,11,13,01:25.0,01:24.6,
5939,853,813,3,12,14,01:24.8,01:24.7,
5940,853,815,15,17,15,01:25.1,01:24.8,
5941,853,67,5,18,16,01:25.2,01:24.9,
5942,853,155,15,16,17,01:24.9,01:25.1,
5943,853,153,5,19,18,01:25.3,,
5944,853,15,205,21,19,01:26.6,,
5945,853,5,205,20,20,01:27.2,,
5946,853,10,166,24,21,01:27.6,,
5947,853,816,166,25,22,01:27.6,,
5948,853,817,164,22,23,01:28.1,,
5949,853,24,164,23,24,01:28.2,,
5950,903,1,131,44,1,01:55.5,01:54.0,01:53.9
5951,903,817,9,3,2,01:56.6,01:55.3,01:54.5
5952,903,20,9,1,3,01:55.9,01:54.5,01:55.0
5953,903,3,131,6,4,01:56.1,01:55.3,01:55.1
5954,903,4,6,14,5,01:57.0,01:55.8,01:55.6
5955,903,13,3,19,6,01:56.8,01:56.8,01:56.1
5956,903,822,3,77,7,01:56.5,01:56.3,01:56.3
5957,903,807,10,27,8,01:55.9,01:56.8,01:56.4
5958,903,818,5,25,9,01:57.5,01:56.6,01:56.8
5959,903,154,208,8,10,01:58.4,01:56.4,01:57.1
5960,903,8,6,7,11,01:58.3,01:56.9,
5961,903,18,1,22,12,01:57.8,01:57.0,
5962,903,826,5,26,13,01:57.3,01:57.3,
5963,903,16,15,99,14,01:58.1,01:57.4,
5964,903,825,1,20,15,01:57.4,01:57.7,
5965,903,815,10,11,16,01:58.4,01:58.3,
5966,903,821,15,21,17,01:59.0,,
5967,903,155,207,10,18,01:59.3,,
5968,903,824,206,17,19,01:59.3,,
5969,903,828,207,9,20,02:00.6,,
5970,903,820,206,4,21,02:00.9,,
5971,903,813,208,13,22,,,
5972,904,1,131,44,1,01:27.2,01:26.2,01:25.2
5973,904,3,131,6,2,01:26.8,01:26.1,01:25.4
5974,904,817,9,3,3,01:28.1,01:26.6,01:26.3
5975,904,822,3,77,4,01:28.2,01:27.6,01:26.6
5976,904,154,208,8,5,01:28.5,01:27.3,01:27.0
5977,904,8,6,7,6,01:28.3,01:27.3,01:27.1
5978,904,4,6,14,7,01:28.3,01:27.6,01:27.1
5979,904,18,1,22,8,01:28.3,01:27.6,01:27.3
5980,904,13,3,19,9,01:28.1,01:27.0,01:27.4
5981,904,20,9,1,10,01:28.0,01:27.1,
5982,904,807,10,27,11,01:28.2,01:27.7,
5983,904,815,10,11,12,01:28.5,01:28.0,
5984,904,826,5,26,13,01:28.1,01:28.0,
5985,904,821,15,21,14,01:28.4,01:28.3,
5986,904,825,1,20,15,01:28.4,,
5987,904,818,5,25,16,01:28.2,,
5988,904,16,15,99,17,01:28.6,,
5989,904,820,206,4,18,01:29.6,,
5990,904,824,206,17,19,01:30.2,,
5991,904,828,207,9,20,01:30.3,,
5992,904,155,207,10,21,01:30.4,,
5993,904,813,208,13,22,,,
5994,905,3,131,6,1,01:17.7,01:16.5,01:16.0
5995,905,1,131,44,2,01:17.8,01:16.4,01:16.0
5996,905,817,9,3,3,01:17.9,01:17.2,01:16.4
5997,905,20,9,1,4,01:18.4,01:17.1,01:16.5
5998,905,4,6,14,5,01:17.9,01:17.2,01:16.7
5999,905,8,6,7,6,01:17.9,01:17.4,01:17.4
6000,905,818,5,25,7,01:17.6,01:17.7,01:17.5
6001,905,825,1,20,8,01:18.0,01:17.6,01:17.6
6002,905,826,5,26,9,01:18.6,01:17.6,01:18.1
6003,905,815,10,11,10,01:18.1,01:17.8,01:18.3
6004,905,807,10,27,11,01:18.4,01:17.8,
6005,905,18,1,22,12,01:17.9,01:18.0,
6006,905,822,3,77,13,01:18.4,01:18.1,
6007,905,154,208,8,14,01:18.3,01:18.2,
6008,905,813,208,13,15,01:18.6,01:18.4,
6009,905,13,3,19,16,01:18.2,,
6010,905,821,15,21,17,01:18.7,,
6011,905,16,15,99,18,01:18.7,,
6012,905,824,206,17,19,01:19.3,,
6013,905,820,206,4,20,01:19.9,,
6014,905,155,207,10,21,01:20.1,,
6015,905,828,207,9,22,01:21.7,,
6016,906,3,131,6,1,01:16.5,01:15.3,01:14.9
6017,906,1,131,44,2,01:15.8,01:15.1,01:15.0
6018,906,20,9,1,3,01:17.5,01:16.1,01:15.5
6019,906,822,3,77,4,01:16.8,01:15.8,01:15.6
6020,906,13,3,19,5,01:16.7,01:15.8,01:15.6
6021,906,817,9,3,6,01:17.1,01:15.9,01:15.6
6022,906,4,6,14,7,01:17.0,01:16.1,01:15.8
6023,906,818,5,25,8,01:17.2,01:16.3,01:16.2
6024,906,18,1,22,9,01:16.6,01:16.2,01:16.2
6025,906,8,6,7,10,01:17.0,01:16.2,01:16.2
6026,906,807,10,27,11,01:16.9,01:16.3,
6027,906,825,1,20,12,01:16.4,01:16.3,
6028,906,815,10,11,13,01:18.2,01:16.5,
6029,906,154,208,8,14,01:17.7,01:16.7,
6030,906,826,5,26,15,01:16.9,01:16.7,
6031,906,16,15,99,16,01:17.5,01:17.3,
6032,906,813,208,13,17,01:18.3,,
6033,906,820,206,4,18,01:18.3,,
6034,906,824,206,17,19,01:18.4,,
6035,906,155,207,10,20,01:19.3,,
6036,906,828,207,9,21,01:19.8,,
6037,906,821,15,21,22,,,
6038,907,13,3,19,1,01:10.3,01:09.2,01:08.8
6039,907,822,3,77,2,01:10.4,01:09.1,01:08.8
6040,907,3,131,6,3,01:09.7,01:09.0,01:08.9
6041,907,4,6,14,4,01:10.4,01:09.5,01:09.3
6042,907,817,9,3,5,01:10.4,01:09.6,01:09.5
6043,907,825,1,20,6,01:10.1,01:09.5,01:09.5
6044,907,826,5,26,7,01:09.7,01:09.5,01:09.6
6045,907,8,6,7,8,01:10.3,01:09.7,01:10.8
6046,907,1,131,44,9,01:09.5,01:09.1,
6047,907,807,10,27,10,01:10.4,01:09.6,
6048,907,815,10,11,11,01:10.1,01:09.8,
